cy_id_old,cy_id_new,gps_north_degree,gps_north_minute,gps_east_degree,gps_east_minute,subdistrict,district
M-JKB-063,M-JKB-063,6,10.14,106,41.972,KALI DERES,JAKARTA BARAT
M-JKS-121-CY,M-JKS-121,6,17.699,106,51.226,PASAR MINGGU,JAKARTA SELATAN
D-BGR-140,D-BGR-140,6,40.663,106,51.683,CIAWI,BOGOR
M-DPK-003,M-DPK-003,6,24.441,106,45.048,SAWANGAN,KOTA DEPOK
M-DPK-016,M-DPK-016,6,22.4,106,49.33,BEJI,KOTA DEPOK
D-BGR-283,D-BGR-283,6,25.101,107,1.593,CILEUNGSI,BOGOR
D-BGR-284,D-BGR-284,6,25.049,107,2.122,CILEUNGSI,BOGOR
D-TGR-025,D-TGR-023,6,7.688,106,29.136,RAJEG,TANGERANG
D-TGR-023,D-TGR-023,6,7.785,106,29.054,RAJEG,TANGERANG
M-JKS-170,M-JKS-169,6,14.189,106,49.123,MAMPANG PRAPATAN,JAKARTA SELATAN
M-JKS-171,M-JKS-169,6,14.189,106,49.123,MAMPANG PRAPATAN,JAKARTA SELATAN
M-JKS-166,M-JKS-163,6,14.278,106,49.082,MAMPANG PRAPATAN,JAKARTA SELATAN
M-TGR-025,M-TGR-025,6,1250,106,3853,PINANG,KOTA TANGERANG
D-BGR-306,D-BGR-306,6,31.435,107,6.563,CARIU,BOGOR
M-TGR-089,M-TGR-089,6,10570,106,34132,JATI UWUNG,KOTA TANGERANG
M-TGR-041,M-TGR-041,6,10582,106,34116,JATI UWUNG,KOTA TANGERANG
M-JKS-190,M-JKS-190,6,14.731,106,50.924,PANCORAN,JAKARTA SELATAN
M-JKS-186,M-JKS-186,6,14.879,106,51.051,PANCORAN,JAKARTA SELATAN
M-BKS-049-CY,M-BKS-049,16,14.277,106,59.078,BEKASI SELATAN,KOTA BEKASI
D-BGR-286,D-BGR-286,6,25.047,107,2.12,CILEUNGSI,BOGOR
M-JKT-195,M-JKT-195,6,11.806,106,55.193,PULO GADUNG,JAKARTA TIMUR
M-JKT-193,M-JKT-193,6,12.873,106,52.557,PULO GADUNG,JAKARTA TIMUR
M-JKT-115-CY,M-JKT-115,6,18.46,106,51.811,PASAR REBO,JAKARTA TIMUR
M-JKT-121-CY,M-JKT-121,6,12.777,106,54.117,CAKUNG,JAKARTA TIMUR
M-JKT-194,M-JKT-194,6,11.078,106,54.302,PULO GADUNG,JAKARTA TIMUR
M-JKT-050-CY,M-JKT-050,6,12.344,106,51.624,MATRAMAN,JAKARTA TIMUR
M-JKT-087-CY,M-JKT-087,6,11.442,106,57.948,CAKUNG,JAKARTA TIMUR
D-BGR-093,D-BGR-085,6,28.677,106,46.616,TAJURHALANG,BOGOR
D-BGR-088,D-BGR-088,6,29.498,106,46.688,TAJURHALANG,BOGOR
D-BGR-091,D-BGR-085,6,28.467,106,46.118,TAJURHALANG,BOGOR
D-BGR-090,D-BGR-085,6,28.792,106,46.26,TAJURHALANG,BOGOR
M-BKS-056,M-BKS-055,6,14.039,107,0.369,BEKASI UTARA,KOTA BEKASI
M-BKS-007-CY,M-BKS-007,6,15.599,106,57.834,BEKASI SELATAN,KOTA BEKASI
M-BKS-050-CY,M-BKS-050,6,14.186,106,58.836,BEKASI SELATAN,KOTA BEKASI
M-BKS-048-CY,M-BKS-048,6,14.772,106,59.156,BEKASI SELATAN,KOTA BEKASI
M-JKT-123-CY,M-JKT-123,6,11.228,106,54.299,PULO GADUNG,JAKARTA TIMUR
M-JKT-091-CY,M-JKT-091,6,12.926,106,52.031,JATINEGARA,JAKARTA TIMUR
M-JKT-093-CY,M-JKT-093,6,13.008,106,51.905,JATINEGARA,JAKARTA TIMUR
M-JKT-019-CY,M-JKT-012,6,13.334,106,55.863,DUREN SAWIT,JAKARTA TIMUR
M-BKS-069,M-BKS-067,6,14.116,107,1.42,BEKASI TIMUR,KOTA BEKASI
D-TGR-039,D-TGR-039,6,7.068,106,34.884,SEPATAN,TANGERANG
M-JKT-122-CY,M-JKT-122,6,12.742,106,52.538,PULO GADUNG,JAKARTA TIMUR
M-TGR-031,M-TGR-027,6,10.747,106,37.59,KARAWACI,KOTA TANGERANG
M-BKS-077-CY,M-BKS-077,6,15.584,106,58.666,BEKASI SELATAN,KOTA BEKASI
M-JKT-124-CY,M-JKT-124,6,11.166,106,53.08,PULO GADUNG,JAKARTA TIMUR
M-JKT-120-CY,M-JKT-120,6,11.921,106,53.405,PULO GADUNG,JAKARTA TIMUR
D-BGR-267,D-BGR-267,6,36.248,106,42.164,TENJOLAYA,BOGOR
D-BGR-269,D-BGR-268,6,36.522,106,42.597,TENJOLAYA,BOGOR
D-BGR-270,D-BGR-270,6,38.498,106,42.357,TENJOLAYA,BOGOR
D-BGR-272,D-BGR-272,6,37.817,106,42.353,TENJOLAYA,BOGOR
M-JKT-118-CY,M-JKT-118,6,20.736,106,52.335,CIRACAS,JAKARTA TIMUR
M-JKT-117-CY,M-JKT-117,6,19.795,106,52.316,CIRACAS,JAKARTA TIMUR
D-BKS-071,D-BKS-071,6,10.515,107,2.677,BABELAN,BEKASI
D-BGR-260,D-BGR-260,6,36.065,106,45.121,CIOMAS,BOGOR
D-BGR-273,D-BGR-273,6,35.269,106,42.289,CIAMPEA,BOGOR
D-BGR-061,D-BGR-061,6,588.281,107,149.003,TANJUNGSARI,BOGOR
D-BGR-067,D-BGR-067,6,578.612,107,143.277,TANJUNGSARI,BOGOR
M-TGR-085,M-TGR-085,6,11009,106,35403,PERIUK,KOTA TANGERANG
D-TGR-225,D-TGR-225,6,3931,106,38749,TELUKNAGA,TANGERANG
D-BGR-011,D-BGR-011,6,24.418,106,40.944,GUNUNG SINDUR,BOGOR
M-TGR-035-CY,M-TGR-035,6,10730,106,37590,KARAWACI,KOTA TANGERANG
M-BKS-093,M-BKS-091,6,14.759,107,0.867,BEKASI TIMUR,KOTA BEKASI
M-TGR-005-CY,M-TGR-005,6,11877,106,41649,CIPONDOH,KOTA TANGERANG
M-TGR-009-CY,M-TGR-009,6,11154,106,40719,CIPONDOH,KOTA TANGERANG
M-TGR-135,M-TGR-135,6,10734,106,37592,KARAWACI,KOTA TANGERANG
M-TGR-136,M-TGR-135,6,10742,106,37592,KARAWACI,KOTA TANGERANG
M-JKT-113-CY,M-JKT-113,6,16.079,106,52.076,KRAMAT JATI,JAKARTA TIMUR
M-JKT-092-CY,M-JKT-092,6,14.165,106,52.879,JATINEGARA,JAKARTA TIMUR
D-TGR-221,D-TGR-221,6,3.902,106,38.663,TELUKNAGA,TANGERANG
M-TGR-030,M-TGR-027,6,10.741,106,37.597,KARAWACI,KOTA TANGERANG
M-JKT-196,M-JKT-196,6,12556,106,52244,MATRAMAN,JAKARTA TIMUR
M-BKS-101,M-BKS-098,6,14.177,106,58.5,BEKASI BARAT,KOTA BEKASI
M-BKS-098,M-BKS-098,6,14.014,106,58.456,BEKASI BARAT,KOTA BEKASI
M-BKS-102,M-BKS-098,6,14.1,106,58.362,BEKASI BARAT,KOTA BEKASI
M-BGR-013,M-BGR-013,6,36.219,106,48.067,KOTA BOGOR TENGAH,KOTA BOGOR
M-JKU-096,M-JKU-069,6,8.166,106,47.992,PENJARINGAN,JAKARTA UTARA
D-BKS-074,D-BKS-074,6,12.59,107,10.211,CIKARANG PUSAT,BEKASI
D-BGR-259,D-BGR-259,6,28.831,106,45.285,TAJURHALANG,BOGOR
M-TGR-133,M-TGR-133,6,10.592,106,41.042,CIPONDOH,KOTA TANGERANG
D-BGR-074,D-BGR-074,6,35.617,107,1.438,SUKAMAKMUR,BOGOR
D-BGR-076,D-BGR-076,6,36.603,107,1.487,SUKAMAKMUR,BOGOR
D-BGR-073,D-BGR-073,6,37.419,107,0.754,SUKAMAKMUR,BOGOR
D-BGR-303,D-BGR-303,6,28.41,107,5.34,JONGGOL,BOGOR
D-BGR-301,D-BGR-301,6,28.415,107,3.365,JONGGOL,BOGOR
